,Year,country,language,production_co,runtime,budget,gross_usa,director_0,director_1,rating,star_0,star_1,star_2,star_3,writer_0,writer_1,writer_2,review_count,title,open_week,cumulative,mpaa_rating,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,Reality-TV,Romance,Sci-Fi,Sport,Thriller,Western,War
0,2018,USA,English, Marvel Studios,134.0,200000000.0,700059566.0,Ryan Coogler,0,73.0,Chadwick Boseman,Michael B. Jordan,Lupita Nyong'o,,Ryan Coogler,Joe Robert Cole,,554710.0,Black Panther,202003951182018.0,1346913161.0,PG-13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,2018,USA,English, A24,127.0,10000000.0,44069456.0,Ari Aster,0,73.0,Toni Collette,Milly Shapiro,Gabriel Byrne,,Ari Aster,0,0,184029.0,Hereditary,13575172102018.0,79336821.0,   R,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
2,2018,USA,English, Chernin Entertainment,140.0,69000000.0,46874505.0,Francis Lawrence,0,66.0,Jennifer Lawrence,Joel Edgerton,Matthias Schoenaerts,,Justin Haythe,Jason Matthews,0,146931.0,Red Sparrow,1685342242018.0,151572634.0,   R,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,2018,USA,English, Alcon Entertainment,130.0,35000000.0,45819713.0,Nicolai Fuglsig,0,65.0,Chris Hemsworth,Michael Shannon,Michael Peña,,Ted Tally,Peter Craig,,54954.0,12 Strong,15815025212018.0,67450815.0,   R,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4,2018,USA,English, Atmosphere Entertainment MM,148.0,30000000.0,44947622.0,Christian Gudegast,0,70.0,Gerard Butler,Pablo Schreiber,O'Shea Jackson Jr.,,Christian Gudegast,Christian Gudegast,,76444.0,Den of Thieves,15206108212018.0,80509622.0,   R,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5,2018,UK,English, Paramount Pictures,115.0,40000000.0,32732301.0,Alex Garland,0,69.0,Natalie Portman,Jennifer Jason Leigh,Tessa Thompson,,Alex Garland,Jeff VanderMeer,0,246373.0,Annihilation,11071584252018.0,43070915.0,   R,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
6,2018,USA,English, Access Entertainment,100.0,37000000.0,69179066.0,John Francis Daley,Jonathan Goldstein,69.0,Jason Bateman,Rachel McAdams,Kyle Chandler,,Mark Perez,0,0,176473.0,Game Night,17005332252018.0,117679066.0,   R,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7,2018,USA,English, Perfect World Pictures,105.0,55000000.0,100407760.0,James Foley,0,45.0,Dakota Johnson,Jamie Dornan,Eric Johnson,,Niall Leonard,E.L. James,0,47226.0,Fifty Shades Freed,38560195112018.0,371985018.0,   R,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
8,2018,France,English, StudioCanal,105.0,30000000.0,36343858.0,Jaume Collet-Serra,0,63.0,Liam Neeson,Vera Farmiga,Patrick Wilson,,Byron Willinger,Philip de Blasi,,90209.0,The Commuter,13701452142018.0,119942387.0,PG-13,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
9,2018,UK,English, SpectreVision,121.0,6000000.0,1214525.0,Panos Cosmatos,0,66.0,Nicolas Cage,Andrea Riseborough,Linus Roache,,Panos Cosmatos,Aaron Stewart-Ahn,,50624.0,Mandy,225723162018.0,1524880.0,Not Rated,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
10,2018,Canada,English, Braven NL,0.0,5000000.0,0.0,Lin Oeding,0,61.0,Jason Momoa,Garret Dillahunt,Jill Wagner,,Thomas Pa'a Sibbett,Michael Nilon,,24821.0,Braven,0.0,823471.0,   R,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,2018,USA,English, Gotham Group,143.0,62000000.0,58032443.0,Wes Ball,0,62.0,Dylan O'Brien,Ki Hong Lee,Kaya Scodelario,,T.S. Nowlin,James Dashner,0,97687.0,Maze Runner: The Death Cure,24167011282018.0,288175335.0,PG-13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
12,2018,USA,English, Cinereach,112.0,0.0,17493096.0,Boots Riley,0,69.0,LaKeith Stanfield,Tessa Thompson,Jermaine Fowler,,Boots Riley,0,0,48519.0,Sorry to Bother You,72726682018.0,18170707.0,   R,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
13,2018,USA,English, Fox 2000 Pictures,110.0,17000000.0,40826341.0,Greg Berlanti,0,76.0,Nick Robinson,Jennifer Garner,Josh Duhamel,,Becky Albertalli,Elizabeth Berger,,87117.0,"Love, Simon",11756244182018.0,66316289.0,PG-13,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14,2019,UK,English, Covert Media,114.0,12000000.0,50722.0,Claire McCarthy,0,67.0,Daisy Ridley,George MacKay,Naomi Watts,,Semi Chellas,Semi Chellas,,4774.0,Ophelia,22145302019.0,229405.0,PG-13,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
15,2018,Russia,English, Screen Gems,102.0,880000.0,26020957.0,Aneesh Chaganty,0,77.0,John Cho,Debra Messing,Joseph Lee,,Aneesh Chaganty,Sev Ohanian,0,114658.0,Searching,388769262018.0,75462037.0,PG-13,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
16,2018,USA,English, Cave 76,107.0,30000000.0,34017028.0,Eli Roth,0,64.0,Bruce Willis,Vincent D'Onofrio,Elisabeth Shue,,Joe Carnahan,Brian Garfield,,55018.0,Death Wish,1301026742018.0,49562710.0,   R,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
17,2018,Germany,English, Indian Paintbrush,101.0,0.0,32015231.0,Wes Anderson,0,79.0,Bryan Cranston,Koyu Rankin,Edward Norton,,Wes Anderson,Roman Coppola,,118544.0,Isle of Dogs,1620294252018.0,64241499.0,PG-13,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,2018,USA,English, Foley Walkers Studio,95.0,0.0,4333394.0,Carlos López Estrada,0,74.0,Daveed Diggs,Rafael Casal,Janina Gavankar,,Rafael Casal,Daveed Diggs,0,20681.0,Blindspotting,338999222018.0,5004723.0,   R,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,2018,USA,English, Warner Bros.,94.0,30000000.0,36276286.0,Clint Eastwood,0,52.0,Alek Skarlatos,Anthony Sadler,Spencer Stone,,Dorothy Blyskal,Anthony Sadler,,24061.0,The 15:17 to Paris,12554286112018.0,57076286.0,PG-13,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20,2018,USA,English, BRON Studios,109.0,0.0,6046104.0,Debra Granik,0,72.0,Thomasin McKenzie,Ben Foster,Jeffery Rifflard,,Debra Granik,Anne Rosellini,,38921.0,Leave No Trace,21914012018.0,7682928.0,   PG,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,2018,USA,English, A24,93.0,2000000.0,13539709.0,Bo Burnham,0,74.0,Elsie Fisher,Josh Hamilton,Emily Robinson,,Bo Burnham,0,0,50312.0,Eighth Grade,263797152018.0,14347433.0,   R,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,2018,France,English, Amazon Studios,114.0,0.0,2793039.0,Gus Van Sant,0,69.0,Joaquin Phoenix,Jonah Hill,Rooney Mara,,John Callahan,John Callahan,,17070.0,"Don't Worry, He Won't Get Far on Foot",83339152018.0,5586078.0,   R,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,2018,USA,English, BRON Studios,95.0,13000000.0,9369755.0,Jason Reitman,0,70.0,Charlize Theron,Mackenzie Davis,Ron Livingston,,Diablo Cody,0,0,45201.0,Tully,328261062018.0,15636462.0,   R,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
24,2018,UK,English, Number 9 Films,111.0,0.0,5137622.0,Wash Westmoreland,0,67.0,Keira Knightley,Fiona Shaw,Dominic West,,Richard Glatzer,Wash Westmoreland,,15281.0,Colette,161179232018.0,14273033.0,   R,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25,2018,USA,English, Legend3D,109.0,100000000.0,100478608.0,Ava DuVernay,0,42.0,Storm Reid,Oprah Winfrey,Reese Witherspoon,,Jennifer Lee,Jeff Stockwell,,37181.0,A Wrinkle in Time,33123609112018.0,132675864.0,   PG,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
26,2018,UK,English, 42,97.0,0.0,0.0,Lennart Ruff,0,48.0,Sam Worthington,Taylor Schilling,Tom Wilkinson,,Max Hurwitz,Arash Amel,0,25269.0,The Titan,0.0,2635408.0,TV-MA,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0
27,2018,USA,English, Bad Robot,102.0,26000000.0,0.0,Julius Onah,0,55.0,Gugu Mbatha-Raw,David Oyelowo,Daniel Brühl,,Oren Uziel,Oren Uziel,,87246.0,The Cloverfield Paradox,0.0,0.0,PG-13,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
28,2018,USA,English, BRON Studios,108.0,7000000.0,2005142.0,Sam Levinson,0,59.0,Odessa Young,Abra,Suki Waterhouse,,Sam Levinson,0,0,11602.0,Assassination Nation,1050021232018.0,2584988.0,   R,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,2019,USA,English, June Pictures,105.0,0.0,1050616.0,Paul Dano,0,69.0,Ed Oxenbould,Jake Gyllenhaal,Carey Mulligan,,Paul Dano,Zoe Kazan,,17960.0,Wildlife,104589212018.0,3231638.0,PG-13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,2018,USA,English, Columbia Pictures,95.0,50000000.0,115253424.0,Will Gluck,0,65.0,James Corden,Fayssal Bazzi,Domhnall Gleeson,,Rob Lieber,Will Gluck,,29941.0,Peter Rabbit,25010928112018.0,351266433.0,   PG,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
31,2018,Canada,English, Blumhouse Productions,103.0,10000000.0,67745330.0,Adam Robitel,0,57.0,Lin Shaye,Leigh Whannell,Angus Sampson,,Leigh Whannell,Leigh Whannell,0,46242.0,Insidious: The Last Key,2958135572018.0,167885588.0,PG-13,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
32,2018,Ireland,English, Film Bridge International,100.0,8500000.0,0.0,Simon Kaijser,0,56.0,Guy Pearce,Pierce Brosnan,Minnie Driver,,Matthew Aldrich,George Harrar,0,7868.0,Spinning Man,0.0,283755.0,   R,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
33,2018,USA,English, Fingerprint Releasing,98.0,1500000.0,7732899.0,Steven Soderbergh,0,64.0,Claire Foy,Joshua Leonard,Jay Pharoah,,Jonathan Bernstein,James Greer,0,34894.0,Unsane,3762145252018.0,14293601.0,   R,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
34,2018,USA,English, Los Angeles Media Fund (LAMF),97.0,0.0,3444895.0,Jesse Peretz,0,66.0,Chris O'Dowd,Rose Byrne,Kitty O'Beirne,,Evgenia Peretz,Jim Taylor,,14481.0,"Juliet, Naked",60886192018.0,4508260.0,   R,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
35,2018,Canada,English, Colecar Productions,86.0,0.0,0.0,Brett Donowho,0,52.0,Bruce Willis,Cole Hauser,Shawn Ashmore,,Nicolas Aaron Mezzanatto,0,0,8654.0,Acts of Violence,0.0,386790.0,   R,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,2018,UK,English, See-Saw Films,120.0,0.0,124741.0,Garth Davis,0,58.0,Rooney Mara,Joaquin Phoenix,Chiwetel Ejiofor,,Helen Edmundson,Philippa Goslett,0,6760.0,Mary Magdalene,46646142019.0,11710110.0,   R,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,2018,Denmark,Danish, Nordisk Film / SPRING,85.0,0.0,207140.0,Gustav Möller,0,75.0,Jakob Cedergren,Jessica Dinnage,Omar Shargawi,,Gustav Möller,Emil Nygaard Albertsen,0,32719.0,The Guilty,60050212018.0,4598051.0,   R,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
38,2019,UK,English, Proton Cinema,118.0,0.0,253184.0,Jonas Åkerlund,0,65.0,Rory Culkin,Emory Cohen,Jack Kilmer,,Dennis Magnusson,Jonas Åkerlund,,8624.0,Lords of Chaos,27649102019.0,365353.0,   R,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
39,2018,USA,English, Beachside Films,91.0,0.0,904703.0,Desiree Akhavan,0,66.0,Chloë Grace Moretz,Steven Hauck,Quinn Shephard,,Desiree Akhavan,Cecilia Frugiuele,,15298.0,The Miseducation of Cameron Post,4863852018.0,1451729.0,Not Rated,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,2019,USA,English, Hammerstone Studios,119.0,0.0,573503.0,Emilio Estevez,0,65.0,Alec Baldwin,Taylor Schilling,Emilio Estevez,,Emilio Estevez,0,0,2111.0,The Public,25945572019.0,641835.0,PG-13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,2018,USA,English, PalmStar Media,98.0,14000000.0,725223.0,Ben Lewin,0,62.0,Paul Rudd,Pierfrancesco Favino,Tom Wilkinson,,Robert Rodat,Nicholas Dawidoff,0,5735.0,The Catcher Was a Spy,114771242018.0,953953.0,   R,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
42,2018,USA,English, Likely Story,97.0,4900000.0,6102076.0,Michael Sucsy,0,64.0,Angourie Rice,Justice Smith,Debby Ryan,,Jesse Andrews,David Levithan,0,15242.0,Every Day,3016149252018.0,10421847.0,PG-13,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
43,2018,USA,English, LD Entertainment,108.0,3500000.0,16376066.0,Bethany Ashton Wolf,0,67.0,Alex Roe,Jessica Rothe,Abby Ryder Fortson,,Bethany Ashton Wolf,Heidi McLaughlin,0,11939.0,Forever My Girl,4245630212018.0,16376066.0,   PG,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
44,2018,USA,English, Michael Bruce Pictures,105.0,500000.0,0.0,Aaron Harvey,0,53.0,William Fichtner,Jessica McNamee,Jean Louisa Kelly,,Richard Byard,Aaron Harvey,0,3684.0,The Neighbor,0.0,0.0,   R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
45,2018,USA,English, Brightlight Pictures,105.0,0.0,0.0,François Simard,Anouk Whissell,67.0,Graham Verchere,Judah Lewis,Caleb Emery,,Matt Leslie,Stephen J. Smith,0,26463.0,Summer of 84,0.0,42027.0,Not Rated,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
46,2019,Germany,German, Schramm Film,101.0,0.0,815290.0,Christian Petzold,0,69.0,Franz Rogowski,Paula Beer,Godehard Giese,,Christian Petzold,Anna Seghers,0,4802.0,Transit,3193132019.0,982372.0,Not Rated,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
47,2018,UK,English, Film4,116.0,0.0,2856954.0,Bart Layton,0,70.0,Spencer Reinhard,Warren Lipka,Eric Borsuk,,Bart Layton,0,0,32485.0,American Animals,13479332018.0,4080073.0,   R,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
48,2018,USA,English, Footprint Features,97.0,10000000.0,0.0,Ari Sandel,0,64.0,Adam Devine,Alexandra Daddario,Shelley Hennig,,John Whittington,0,0,36949.0,When We First Met,0.0,0.0,TV-14,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
49,2018,Australia,English, Blacklab Entertainment,99.0,3500000.0,25091816.0,Michael Spierig,Peter Spierig,54.0,Helen Mirren,Sarah Snook,Finn Scicluna-O'Prey,,Tom Vaughan,Michael Spierig,,26211.0,Winchester,930762642018.0,44019588.0,PG-13,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
50,2018,India,Hindi, Bhansali Productions,164.0,0.0,11846060.0,Sanjay Leela Bhansali,0,70.0,Deepika Padukone,Ranveer Singh,Shahid Kapoor,,Prakash Kapadia,Sanjay Leela Bhansali,,24713.0,Padmaavat,4493384282018.0,22991060.0,Not Rated,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
51,2019,China,Mandarin, Dongchun Films,230.0,0.0,32556.0,Bo Hu,0,78.0,Yu Zhang,Yuchang Peng,Uvin Wang,,Bo Hu,0,0,2927.0,An Elephant Sitting Still,10854102019.0,39599.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,2018,France,English, 5656 Films,91.0,0.0,0.0,Pascal Laugier,0,64.0,Crystal Reed,Mylène Farmer,Anastasia Phillips,,Pascal Laugier,0,0,19773.0,Incident in a Ghostland,0.0,5643957.0,Not Rated,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
53,2018,Ireland,English, Fastnet Films,100.0,0.0,57520.0,Lance Daly,0,68.0,Hugo Weaving,James Frecheville,Stephen Rea,,Lance Daly,P.J. Dillon,,8038.0,Black '47,8600302018.0,2073063.0,   R,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,2019,Denmark,Danish, Apparatur Film,93.0,0.0,0.0,Isabella Eklöf,0,58.0,Victoria Carmen Sonne,Lai Yde,Thijs Römer,,Johanne Algren,Isabella Eklöf,0,2511.0,Holiday,0.0,2678.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,2018,USA,English, Pie Films,96.0,0.0,0.0,Sara Colangelo,0,67.0,Maggie Gyllenhaal,Gael García Bernal,Ato Blankson-Wood,,Sara Colangelo,Nadav Lapid,0,10519.0,The Kindergarten Teacher,0.0,681765.0,   R,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,2018,USA,English, Artists First,101.0,30000000.0,0.0,David Wain,0,68.0,Frank Gingerich,Morgan Gingerich,Annette O'Toole,,Michael Colton,John Aboud,,11612.0,A Futile and Stupid Gesture,0.0,0.0,TV-MA,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,2018,USA,English, Bankside Films,92.0,0.0,58403.0,Silas Howard,0,53.0,Claire Danes,Jim Parsons,Octavia Spencer,,Daniel Pearle,Daniel Pearle,,2319.0,A Kid Like Jake,893632018.0,60784.0,   R,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
58,2019,USA,English, BorderLine Films,81.0,0.0,15856.0,Nicolas Pesce,0,56.0,Christopher Abbott,Mia Wasikowska,Laia Costa,,Ryû Murakami,Nicolas Pesce,0,4569.0,Piercing,875232019.0,149211.0,   R,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
59,2018,UK,English, Participant,107.0,0.0,3326885.0,José Padilha,0,58.0,Batsheva Dance Company,Zina Zinchenko,Ben Schnetzer,,Gregory Burke,0,0,11486.0,7 Days in Entebbe,1592645182018.0,8771432.0,PG-13,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
60,2018,USA,English, Powder Hound Pictures,105.0,0.0,642157.0,Craig William Macneill,0,58.0,Chloë Sevigny,Kristen Stewart,Jeff Perry,,Bryce Kass,0,0,5024.0,Lizzie,47580162018.0,844786.0,   R,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
61,2018,USA,English, Our House Films,110.0,13000000.0,4537.0,Dimitri Logothetis,0,50.0,Alain Moussi,Sara Malakul Lane,Maxime Savaria,,Jean-Claude Van Damme,Mark DiSalle,,3821.0,Kickboxer: Retaliation,3061282018.0,101690.0,   R,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,2018,USA,English, Big Beach Films,103.0,0.0,2032018.0,Marc Turtletaub,0,67.0,Kelly Macdonald,Irrfan Khan,David Denman,,Polly Mann,Oren Moverman,,4554.0,Puzzle,61214292018.0,2260946.0,   R,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,2018,UK,English, Mt. Hollywood Films,91.0,0.0,4145.0,Karen Gillan,0,62.0,Karen Gillan,Lee Pace,Matthew Beard,,Karen Gillan,0,0,1283.0,The Party's Just Beginning,277092018.0,4371.0,Not Rated,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,2018,South Africa,English, Pure Flix Productions,110.0,0.0,4719928.0,Bruce Macdonald,Gabriel Sabloff,44.0,Taylor James,Billy Zane,Lindsay Wagner,,Jason Baumgardner,Zach Smith,,3767.0,Samson,1942569182018.0,4873825.0,PG-13,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,2018,USA,English,0,94.0,100000.0,0.0,Matt Angel,Suzanne Coote,32.0,Dylan Minnette,Piercey Dalton,Patricia Bethune,,Matt Angel,Suzanne Coote,0,27399.0,The Open House,0.0,0.0,TV-MA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
66,2018,UK,Latin, Maze Pictures,105.0,0.0,466440.0,Rupert Everett,0,62.0,Colin Morgan,Colin Firth,Emily Watson,,Rupert Everett,0,0,3720.0,The Happy Prince,38886142018.0,2621992.0,   R,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,2018,USA,American Sign Language, Foresight Unlimited,103.0,35000000.0,6115825.0,Rob Cohen,0,51.0,Toby Kebbell,Maggie Grace,Ryan Kwanten,,Scott Windhauser,Jeff Dixon,,16616.0,The Hurricane Heist,3024399112018.0,32517248.0,PG-13,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
68,2018,Canada,English, Highland Film Group (HFG),103.0,0.0,0.0,Tim Hunter,0,46.0,Nicolas Cage,Robin Tunney,Marc Blucas,,Jerry Rapp,0,0,4457.0,Looking Glass,0.0,76788.0,   R,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
69,2018,USA,English, Strophic Productions Limited,113.0,0.0,305136.0,David Zellner,Nathan Zellner,55.0,Robert Pattinson,Mia Wasikowska,David Zellner,,David Zellner,Nathan Zellner,0,2789.0,Damsel,20291242018.0,323235.0,   R,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,2018,USA,English, Kasbah Films,0.0,0.0,5019226.0,Brad Anderson,0,64.0,Jon Hamm,Jay Potter,Khalid Benchagra,,Tony Gilroy,0,0,16246.0,Beirut,1734497152018.0,7509436.0,   R,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
71,2018,USA,English, Aardman Animations,89.0,50000000.0,8267544.0,Nick Park,0,61.0,Eddie Redmayne,Tom Hiddleston,Maisie Williams,,Mark Burton,James Higginson,,17044.0,Early Man,3190525182018.0,54622814.0,   PG,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72,2018,UK,English, Blueprint Pictures,112.0,32000000.0,29538.0,James Marsh,0,60.0,Rachel Weisz,Colin Firth,David Thewlis,,Scott Z. Burns,Helena Holmes,0,6143.0,The Mercy,0.0,4536348.0,Not Rated,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
73,2018,India,Hindi, Mrs Funnybones Movies,140.0,0.0,1670192.0,R. Balki,0,80.0,Akshay Kumar,Radhika Apte,Sonam Kapoor,,R. Balki,Swanand Kirkire,0,17441.0,Pad Man,740313112018.0,27258765.0,PG-13,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,2018,UK,English, LINK Entertainment,105.0,6000000.0,0.0,Jesse V. Johnson,0,62.0,Scott Adkins,Ray Stevenson,Ashley Greene,,Scott Adkins,Pat Mills,,6207.0,Accident Man,0.0,0.0,   R,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
75,2018,USA,English, Screen Gems,89.0,14000000.0,20877013.0,Babak Najafi,0,49.0,Taraji P. Henson,Billy Brown,Jahi Di'Allo Winston,,John Stuart Newman,Christian Swegal,,7344.0,Proud Mary,9959053142018.0,21753365.0,   R,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
76,2018,USA,English, Ansgar Media,129.0,1200000.0,704955.0,Ethan Hawke,0,66.0,Ben Dickey,Alia Shawkat,Charlie Sexton,,Ethan Hawke,Sybil Rosen,,2101.0,Blaze,44050192018.0,704955.0,   R,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
77,2018,Bulgaria,English, Nu Boyana Film Studios,90.0,10000000.0,0.0,Hèctor Hernández Vicens,0,34.0,Sophie Skelton,Johnathon Schaech,Jeff Gum,,Mark Tonderai,Lars Jacobson,,8912.0,Day of the Dead: Bloodline,0.0,272793.0,   R,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
78,2018,Canada,English, Brightlight Pictures,106.0,0.0,4764.0,Scott Speer,0,58.0,Ross Lynch,Olivia Holt,Harvey Guillén,,Jason Filardi,0,0,3259.0,Status Update,220512018.0,416178.0,PG-13,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
79,2018,USA,English, Burn Later Productions,97.0,0.0,2386251.0,Brett Haley,0,69.0,Nick Offerman,Kiersey Clemons,Blythe Danner,,Brett Haley,Marc Basch,0,7752.0,Hearts Beat Loud,74524102018.0,2417165.0,PG-13,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
80,2018,USA,English, Sailor Bear,85.0,0.0,61271.0,Augustine Frizzell,0,60.0,Maia Mitchell,Camila Morrone,Liz Cardenas,,Augustine Frizzell,0,0,1873.0,Never Goin' Back,1032252018.0,61271.0,   R,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,2018,USA,English, Automatik,93.0,0.0,0.0,Reed Morano,0,57.0,Peter Dinklage,Elle Fanning,Charlotte Gainsbourg,,Mike Makowsky,0,0,6249.0,I Think We're Alone Now,0.0,3162.0,   R,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
82,2018,China,Mandarin, Bona Film Group,142.0,70000000.0,1543547.0,Dante Lam,0,67.0,Yi Zhang,Johnny Huang,Hai-Qing,,Zhuzhu Chen,Ji Feng,,5116.0,Operation Red Sea,436059252018.0,579220560.0,TV-MA,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
83,2018,USA,English, Aloe Entertainment,89.0,0.0,0.0,Jesper Ganslandt,0,36.0,Daniel Radcliffe,Grace Gummer,Pablo Schreiber,,Adam Hoelzel,0,0,2312.0,Beast of Burden,0.0,52976.0,   R,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
