,Year,country,language,production_co,runtime,budget,gross_usa,director_0,director_1,rating,star_0,star_1,star_2,star_3,writer_0,writer_1,writer_2,review_count,title,open_week,cumulative,mpaa_rating,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,Reality-TV,Romance,Sci-Fi,Sport,Thriller,Western,War
398,2018,Russia,English, Licensing Brands,75.0,0.0,0.0,Artyom Lukichev,0,50.0,Lyudmila Artemeva,Anton Makarskiy,Irina Medvedeva,,Vasiliy Rivne,0,0,59.0,Enchanted Princess,0.0,1074294.0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
399,2018,USA,English, Talented 10th Contributions,0.0,32000.0,0.0,DuBois Ashong,0,75.0,Darryl Dunning II,Bria Wade,Joseph Callari,,Randy McKinnon,Milo Carballo,0,8.0,Where the Water Runs,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
400,2018,Indonesia,Indonesian, Apollo Pictures,0.0,2000000000.0,0.0,Hedy Suryawan,0,58.0,Agung Udijana,Kelly Tandiono,0,0,Laode Muhammad Farhan,0,0,13.0,Rumah Belanda,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
401,2018,India,English, Mowgli Productions,128.0,500000.0,0.0,Amber Sharma,0,0.0,0,0,0,0,0,0,0,0.0,The Game,0.0,0.0,   R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
402,2018,Spain,Spanish, Polar Star Films,108.0,0.0,0.0,Meritxell Colell,0,69.0,Mónica García,Concha Canal,Ana Fernández,,Meritxell Colell,0,0,213.0,Con el viento,0.0,403.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403,2018,India,Hindi,0,0.0,5000000.0,0.0,Aaryaan Saxena,0,0.0,Sherlyn Chopra,Avinash Dwivedi,Brijendra Kala,,Manoj Krishna,0,0,0.0,Chameli,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404,2018,Finland,Finnish, NVFX Studio,86.0,1670000.0,0.0,Joona Tena,0,54.0,Ella Jäppinen,Essi Hellén,Eero Ritala,,Paula Noronen,Paula Noronen,,65.0,Supermarsu,0.0,69416.0,TV-Y7,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
405,2018,USA,English, Hollywood Shakespeare,0.0,15000.0,0.0,Ned Record,0,72.0,Charles Baker,Rich Baker,Justin Brownstone,,Jule Nelson Duac,Ned Record,,10.0,Royal Shakespeare Company: Twelfth Night,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,2018,Poland,Polish, Agora,85.0,0.0,0.0,Kinga Debska,0,59.0,Kinga Preis,Marcin Dorocinski,Edyta Olszówka,,Karolina Szablewska,0,0,197.0,Plan B,0.0,1588246.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
407,2018,Bolivia,Spanish, Alma Films,87.0,0.0,0.0,Marcos Loayza,0,53.0,Paolo Vargas,Luigi Antezana,Alejandro Marañon,,Marcos Loayza,0,0,102.0,Averno,0.0,78969.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
408,2018,Russia,Russian, Terra Studio,60.0,200.0,0.0,Sergey A.,0,70.0,Sergey A.,Silvia de Satkliff,0,0,Sergey A.,Silvia de Satkliff,0,35.0,Witch,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
409,2018,India,Malayalam, August Cinema,163.0,0.0,0.0,Najeem Koya,0,57.0,Shebin Benson,Joju George,Anil Reji,,Najeem Koya,0,0,45.0,Kaly,0.0,16000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,2018,Latvia,Latvian, Tasse Film,90.0,915200.0,0.0,Madara Dislere,0,67.0,Mantas Bendzius,Ozola Evelina,Locmele Liva,,Madara Dislere,0,0,124.0,Paradize 89,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
411,2018,Italy,Italian, 3ZERO2,90.0,0.0,0.0,Gennaro Nunziante,0,49.0,Luca Zingaretti,Katia Mironova,Paola Calliari,,Gennaro Nunziante,0,0,373.0,Il vegetale,0.0,4229602.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,2018,USA,English, Art LA Productions,93.0,78000.0,0.0,Antonio James,0,65.0,Torrei Hart,Lester Speight,Ella Joyce,,Deborah Capstone,0,0,203.0,Resolution Song,0.0,0.0,Not Rated,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
413,2019,Portugal,Portuguese, Filmógrafo,106.0,0.0,0.0,Luís Diogo,0,61.0,Eric da Silva,Susie Filipe,Rui Oliveira,,Luís Diogo,Luís Diogo,0,154.0,Uma Vida Sublime,0.0,12751.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414,2018,USA,English, Homeward Pictures,0.0,1305400.0,0.0,Rocky Burnswork,0,42.0,0,0,0,0,Rob Browning,Rocky Burnswork,0,18.0,The Invisible Man,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
415,2018,USA,English, FRCTYL Films,64.0,100000.0,0.0,Charles Steven Durán,La La King,60.0,Michael Blackson,California Brougham,Ron Byrd,,La La King,Darien Smith,0,8.0,Easy Money,0.0,0.0,   R,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416,2018,Mongolia,Mongolian, Mongol Films Distribution,83.0,400000.0,0.0,Nyamdavaa Baasansuren,0,75.0,0,0,0,0,Nyamdavaa Baasansuren,Tavanbayar Lkhagva,0,16.0,Big Brother,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417,2018,India,Tamil, Transindian Media & Entertainment Private,0.0,50000000.0,0.0,Mohamad Issack,0,56.0,Aari,B. Abhilash,Latha,,Mohamad Issack,0,0,53.0,Nagesh Thiraiyarangam,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
418,2018,USA,English, Bawn Incorporated,67.0,15000.0,0.0,Anthony Bawn,0,55.0,Brandon Anthony,Tami Roman,Jeffrey Erskine,,Tyson Anthony,Anthony Bawn,0,31.0,District,0.0,0.0,   R,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419,2019,USA,English, Echo House,110.0,500000.0,0.0,Luke Shirock,0,56.0,Luke Shirock,Celine Held,David Andrew Macdonald,,Luke Shirock,0,0,48.0,Tommy Battles the Silver Sea Dragon,0.0,0.0,Not Rated,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
420,2018,India,Hindi, NeelRishiFilms,131.0,40000000.0,0.0,Akshay Anand,0,44.0,Akshay Anand,Kabir Bedi,Hitesh Bhardwaj,,Akshay Anand,Ajit Rajpal,0,25.0,Jaane kyun de yaaron,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
421,2018,Italy,Italian, Altre Storie,0.0,70000.0,0.0,Domenico Fortunato,0,48.0,Jane Alexander,Domenico Fortunato,Alessandro Intini,,Salvatore De Mola,0,0,13.0,Wine to love,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
422,2018,Argentina,Spanish, Buffalo Films,0.0,0.0,0.0,Nicanor Loreti,0,36.0,Diego Capusotto,Sofía Gala,Daniel Aráoz,,0,0,0,315.0,27: El club de los malditos,0.0,133546.0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
423,2018,India,Tamil, Avni Cinemax,154.0,0.0,0.0,Sundar C.,0,50.0,Yogi Babu,Santhana Bharathi,Thalapathi Dinesh,,Badri,Sundar C.,,545.0,Kalakalappu 2,0.0,103349.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
424,2018,Italy,Italian, Obiettivo Cinema,110.0,195000.0,0.0,Emanuele Caruso,0,67.0,Fabrizio Ferracane,Lorenzo Pedrotti,Viola Sartoretto,,Emanuele Caruso,Marco Domenicale,0,93.0,The Good Ground,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,2018,India,Telugu, Sree Lakshmi Prasanna Pictures,125.0,150000000.0,0.0,Madan,0,66.0,Ali,Rajsekhar Aningi,Giri Babu,,Diamond Ratna Babu,Bayyavarapu Ravi,0,741.0,Gayatri,0.0,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
426,2018,USA,English,0,0.0,7300.0,0.0,Isabella Issa,0,0.0,Sofia Shafer,Stephen Archer,Rocco Bovo,,Isabella Issa,0,0,0.0,Sweet Rice,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
427,2018,Argentina,Spanish,0,90.0,0.0,0.0,Marcelo Schapces,0,49.0,Diego Velázquez,María Laura Cali,Daniel Fanego,,Ricardo Romero,Luciano Saracino,,46.0,Necronomicón,0.0,7617.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
428,2018,Czech Republic,Czech, Mojo Film,82.0,0.0,0.0,Filip Renc,0,26.0,Klára Issová,Aneta Krejcíková,Václav Vasák,,Halina Pawlowská,Halina Pawlowská,0,53.0,Zoufalé zeny delají zoufalé veci,0.0,1536992.0,PG-13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429,2018,Australia,English, New Holland Pictures Two,90.0,42000.0,0.0,Jeneffa Soldatic,0,62.0,Olivia Simone,Giacomo Gianniotti,Maria Francesca Palli,,Olivia Simone,0,0,6.0,Azzurro,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
430,2018,UK,English, Vestra Pictures,0.0,5000.0,0.0,Glenn Berggoetz,Dustin Ferguson,45.0,Wednesday Alice Edrie,Libby Baker,Will Beckingham,,Tony Newton,0,0,65.0,Trashsploitation,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
431,2018,South Korea,Korean,0,92.0,0.0,0.0,Dong-yeob Shin,0,47.0,Ryeowon Jung,Kyeong-yeong Lee,Se-na Lee,,0,0,0,29.0,Gate,0.0,755881.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432,2018,Lebanon,Arabic, Eagle Films,0.0,0.0,0.0,Elie F. Habib,0,64.0,Maguy Bou Ghosn,Dhafer L'Abidine,0,0,0,0,0,69.0,Habbet Caramel,0.0,38561.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433,2018,USA,English, Bellargo Films,110.0,250000.0,0.0,Lay Tahir,0,0.0,Charon Alston,Tahira Bailey,Charli Baltimore,,Sophia Bason,Khalil Roberts,0,0.0,Fatally Flawless,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434,2018,Peru,Spanish, Lfante Films,0.0,500000.0,0.0,Martin Casapía Casanova,0,71.0,Fausto Mata,Leslie Shaw,Guillermo Castañeda,,Samuel del Amor,0,0,29.0,A tu lado,0.0,6391.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435,2018,South Korea,Korean, Milestone Company,93.0,0.0,0.0,Seung-bin Baek,0,62.0,Young-nam Jang,Ha-Neul Kang,Hak-seon Kim,,Seung-bin Baek,0,0,20.0,Na-wa-bom-nal-eui-yak-sok,0.0,14912.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
436,2018,India,Marathi, White Swan Studios,140.0,2500000.0,0.0,Pratima Joshi,0,77.0,Priya Bapat,Mukta Barve,Krutik Mazire,,Bhagyashree Jadhav,Bhagyashree Jadhav,0,167.0,Aamhi Doghi,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
437,2018,USA,English, Road2Freedom Productions,90.0,250000.0,0.0,Mark Harris,0,59.0,Dawn Halfkenny,Darrin Dewitt Henson,Walt Sloan,,Tiffany L. Addison,Tiffany L. Addison,,8.0,Nothing Like Thanksgiving,0.0,0.0,Not Rated,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
438,2018,Poland,Polish, Aurum Film,117.0,0.0,0.0,Michal Rogalski,0,62.0,Pawel Domagala,Krzysztof Czeczot,Piotr Zurawski,,Leszek Bodzak,Przemyslaw Jurek,,333.0,Gotowi na wszystko. Exterminator,0.0,1970978.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
439,2018,Mongolia,Mongolian, Mazaalai Films,95.0,500000.0,0.0,Batbayar Chuluunbat,0,0.0,Munkhtur Enkhtur,Oyun-Erdene Oyunsuren,Battur Purevdavaa,0,Janchivdorj Jamyansuren,0,0,0.0,Donor,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,2018,Australia,English, Moose Enterprise,72.0,0.0,0.0,Richard Bailey,Adele K. Thomas,48.0,Ryan Bartley,Allegra Clark,Rebecca Davis,,Corey Powell,0,0,41.0,Shopkins Wild,0.0,1317.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441,2018,Georgia,Georgian, Lost Legends,132.0,500000.0,0.0,Nikoloz Khomasuridze,0,91.0,Rezo Chkhikvishvili,Ana Tsereteli,Gogi Turkiashvili,,Lasha Kankava,Nikoloz Khomasuridze,0,2627.0,Ekvtime: Man of God,0.0,0.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
442,2018,Finland,Finnish, Solar Films,86.0,1367000.0,0.0,Lenka Hellstedt,0,46.0,Elsa Saisio,Antti Luusuaniemi,Lotta Lindroos,,Jenny Dahlström,Lenka Hellstedt,,188.0,Kaikki oikein,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443,2018,South Korea,English,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0,Love Again,0.0,12094.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444,2018,Brazil,None, Filmes do Mato,71.0,1600.0,0.0,Bruna Schelb Correa,0,0.0,Helena Frade,McXuxu,Giovanna Tintori,0,Bruna Schelb Correa,0,0,0.0,Imo,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
445,2018,Japan,Japanese, GAGA,0.0,0.0,0.0,Masaharu Take,0,63.0,Kiichi Nakai,Kuranosuke Sasaki,Kogan Ashiya,,Shin Adachi,0,0,91.0,Uso happyaku,0.0,537307.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
446,2018,USA,English, TrueDMVEntertainment,64.0,60000.0,0.0,Marque Dixon,0,68.0,Lyon Beckwith,Tre'a Bertrille,Justin Booker,,Marque Dixon,0,0,17.0,Gangsters,0.0,0.0,   R,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
447,2018,Netherlands,Dutch, Pupkin Film,90.0,820000.0,0.0,Theo Maassen,0,62.0,Bruno Vanden Broecke,Daniël Brongers,Jan-Paul Buijs,,Theo Maassen,Sander van Opzeeland,0,326.0,Billy,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
448,2018,India,Marathi,0,102.0,4000000.0,0.0,Dhondiba Balu Karande,0,0.0,Rahul Belapurkar,Kiran Dhane,0,0,Mukta Athavale,Maheshkumar Munjale,,0.0,Palashichi P.T,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
449,2018,USA,English,0,96.0,0.0,3508777.0,0,0,79.0,0,0,0,0,0,0,0,191.0,The Oscar Nominated Short Films 2018: Live Action,695044112018.0,3511123.0,   R,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,2018,USA,English, American Vintage Pictures,118.0,50000.0,0.0,Mike Olafson,0,83.0,Will Beckingham,Marc Bilker,Scott Bufton,,Jesse Frazier,Mike Olafson,,7.0,Hot Lead Hard Fury,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
451,2018,Poland,Polish, TFP,110.0,0.0,0.0,Bartosz Prokopowicz,0,51.0,Julia Kaminska,Sonia Bohosiewicz,Tomasz Karolak,,Katarzyna Priwieziencew,Katarzyna Sarnowska,0,182.0,Narzeczony na niby,0.0,6379115.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
452,2018,Iran,Persian, Sharp Picture,86.0,500000.0,0.0,Mohsen Mohseni-Nasab,0,38.0,Pejman Bazeghi,Eteri Voskanyan,Reza Haydari,,Mohsen Mohseni-Nasab,0,0,26.0,RHINO HORN,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
453,2018,Thailand,Thai,0,88.0,100000.0,0.0,Pirun Anusuriya,0,53.0,Sammy Cowell,Boom Kitkong,Rikit Sittiphun,,Pirun Anusuriya,0,0,23.0,Love Rain,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
454,2018,Portugal,Bosnian, C.R.I.M.,104.0,0.0,0.0,André Gil Mata,0,61.0,Petar Fradelic,Sanja Vrzic,Filip Zivanovic,0,André Gil Mata,0,0,66.0,A Árvore,0.0,1512.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
455,2018,Canada,French, Chasseurs Films,80.0,100000.0,0.0,Guillaume Lambert,0,65.0,Guillaume Lambert,Valerie Cadieux,Sarianne Cormier,,Guillaume Lambert,0,0,76.0,Les scènes fortuites,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
456,2018,0,English, Midnight Cinema,110.0,400000.0,0.0,Paul John,Gregory Jayson Wilson,0.0,Franco Bravieri,Vito De Perte,Connor Dec,,Paul John,Gregory Jayson Wilson,0,0.0,Loan Me a Dime,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
457,2018,Colombia,Spanish, GTG Producciones,0.0,1000000.0,0.0,Gustavo Torres Gil,0,67.0,Julián Andres Salcedo Rodriguez,Maria Dalmazzo,Santiago Olaya,,Gustavo Torres Gil,0,0,6.0,Rolling Elvis,0.0,4121.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
458,2018,UK,English, A Product of Malitsky,96.0,0.0,0.0,Julien Temple,Owen Lewis,78.0,Perry Benson,Ashley Gunstock,Dean Mumford,,Toby Follett,Graham McPherson,0,26.0,My Life Story,0.0,46999.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
459,2018,Russia,Russian,0,99.0,0.0,0.0,Flyuza Farkhshatova,0,63.0,Leonid Barats,Aleksandr Demidov,Rostislav Khait,,0,0,0,1032.0,O chyom govoryat muzhchiny. Prodolzhenie,0.0,7035897.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,2018,India,Telugu, Amazingarts,135.0,40000000.0,0.0,K. Pradeep Kumar,0,70.0,Priyanka Jain,Rajshri Nair,V.K. Naresh,,K. Pradeep Kumar,0,0,12.0,Chalthe Chalthe,0.0,0.0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
461,2018,Portugal,Portuguese, DAVID & GOLIAS,115.0,0.0,0.0,Fernando Vendrell,0,59.0,Jaime Freitas,Victoria Guerra,Rita Martins,,Vergílio Ferreira,João Milagre,,70.0,Aparição,0.0,24278.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
462,2018,Finland,Finnish, Kinosto,100.0,1100000.0,0.0,Taru Mäkelä,0,55.0,Kari-Pekka Toivonen,Aku Hirviniemi,Minttu Mustakallio,,Veli-Pekka Hänninen,0,0,176.0,Varasto 2,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
463,2018,USA,English, No Smile for Frank,84.0,50000.0,0.0,Matt Spade,0,36.0,Andrew Hunsicker,Gene Connelly,Michael Covach,,Matt Spade,0,0,20.0,Vanished,0.0,0.0,PG-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
464,2018,Slovakia,Slovak, Arina,86.0,0.0,0.0,Andrea Sedlácková,0,41.0,Mary Havranová,Ondrej Hraska,Martin Rakictý,,Nada Clontz,Andrea Sedlácková,0,60.0,Backstage,0.0,596591.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
465,2018,UK,English, Pattern Maker Films,83.0,23000.0,0.0,Neilson Black,0,0.0,Veronica Osimani,Lily Catalifo,Danielle McDonald,,Neilson Black,0,0,0.0,New You,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
466,2018,Portugal,Portuguese, Desvia,98.0,0.0,0.0,João Miller Guerra,Filipa Reis,64.0,Bitori Nha Bibinha,Isabel Cardoso,Miguel Moreira,,João Miller Guerra,Pedro Pinho,0,176.0,Djon Africa,0.0,5216.0,Not Rated,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
467,2018,Russia,Russian, Terra Studio,67.0,1000.0,0.0,Sergey A.,Viktor Acidhouse,62.0,Sergey Lesovoy,Sergey A.,Ivan Yakovidish,,Sergey A.,Viktor Acidhouse,,42.0,Istorii napisannye krovyu,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
468,2018,USA,English, Dirk Swain Foundation,86.0,80000.0,0.0,J. Swain,0,45.0,Cleo Anthony,Azur-De,Samantha Beaulieu,,Marisa DeVonish,Kateece Freeman,,19.0,Save Me from Love,0.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
469,2018,Lithuania,0,0,70.0,0.0,0.0,Saulius Baradinskas,0,64.0,Ramunas Cicenas,Algirdas Dainavicius,Martynas Nedzinskas,,Saulius Baradinskas,Mantas Bartusevicius,,531.0,Grazinti Nepriklausomybe,0.0,493695.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470,2019,Slovenia,English,0,0.0,500.0,0.0,Predrag Radulovic,0,79.0,Henrik Olsson,Luke Thomas Dunne,Lara Ostan,,Predrag Radulovic,0,0,14.0,Last Man,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
471,2018,USA,English, Arrow Productions,94.0,100000.0,0.0,Victoria Sutton,0,64.0,Jake Bowman,Jessica McLeod,Gerald Crum,,Victoria Sutton,0,0,913.0,Blood Vow,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
472,2018,India,Kannada, R Chandru Movies,155.0,50000000.0,0.0,R. Chandru,0,70.0,Duniya Vijay,Haripriya,Manvita Kamath,,R. Chandru,0,0,42.0,Kanaka,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473,2018,Colombia,Spanish, Garabato Cine,0.0,100000.0,0.0,David David,0,0.0,0,0,0,0,David David,0,0,0.0,La Frontera,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
474,2018,Canada,English, Rebel Arcade,85.0,100000.0,0.0,Danny Mac,Ian MacDougall,91.0,Danny Mac,Chris Wilcox,Cooper Bibaud,,Danny Mac,0,0,69.0,Heel Kick!,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
475,2018,USA,English, Butch Williams Studios,85.0,250000.0,0.0,Halstan Williams,0,59.0,Joanna Bartling,Ashton Bingham,Skip Bolden,,0,0,0,7.0,Easy Money,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476,2018,India,Bhojpuri,0,0.0,8000000.0,0.0,Ramakant Prasad,0,0.0,Kishan Rai,0,0,0,Veeru Thakur,0,0,0.0,GADAR 2,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477,2018,India,Hindi, Dreamcity Entertainment,104.0,10000000.0,0.0,Kamal Nathani,0,92.0,Rajat Bedi,Gayatri,Raj Hussain,,Kamal Nathani,0,0,5.0,Terror Strike,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478,2018,Malaysia,Mandarin, Multimedia Entertainment,101.0,0.0,0.0,Keng Guan Chiu,0,70.0,Moon Yoong,Vivienne Oon,Ruby Faye,,Seng Kiat Tan,0,0,53.0,Think Big Big,0.0,281918.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479,2018,USA,English,0,67.0,25000.0,0.0,Mercedes,0,54.0,Mercedes,Jim Schumacher,Tina Alper,,Mercedes,0,0,10.0,Honor Killing,0.0,0.0,Unrated,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480,2018,Argentina,Spanish, MaravillaCine,54.0,0.0,0.0,Leandro Listorti,0,62.0,0,0,0,0,0,0,0,127.0,La película infinita,0.0,190.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
481,2018,USA,0, Clever Alibi Productions,88.0,12000.0,0.0,Scott McEntire,0,41.0,Brittany Sparkles,Clayton Bowman,Christopher Leigh,,Scott McEntire,0,0,78.0,The Boo,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
482,2018,Poland,Polish, Agresywna Banda,80.0,2800000.0,0.0,Alessandro Leone,0,25.0,Agnieszka Fórmanowska,Marianna Januszewicz,Jakub Sokolowski,,Bianka Fórmanowska,Piotr Kuczynski,,43.0,Studniówk@,0.0,425.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483,2018,USA,English, Kep-Kraft Media Productions,115.0,5000.0,0.0,Jaime Kepner,0,61.0,David Eaton,Annabeth Furlow,Michael W. Green,,Jaime Kepner,0,0,16.0,Church of Fears,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
484,2018,Turkey,Turkish, Zaim Brothers Film,0.0,0.0,0.0,Mehmet Ali Zaim,0,67.0,Natali Kayova,Melek Orhanoglu,Asuman Zaim,,Mehmet Ali Zaim,0,0,25.0,Kapidaki Sir,0.0,21640.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
485,2018,China,Chinese, Trend Cultural Investment Co.,117.0,0.0,0.0,Yang Mingming,0,61.0,Nai An,Yang Mingming,Xianmin Zhang,,0,0,0,103.0,Girls Always Happy,0.0,20671.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
