,Year,country,language,production_co,runtime,budget,gross_usa,director_0,director_1,rating,star_0,star_1,star_2,star_3,writer_0,writer_1,writer_2,review_count,title,open_week,cumulative,mpaa_rating,Adventure,Animation,Biography,Comedy,Crime,Drama,Film-Noir,Horror,Mystery,Western,Action,Family,Fantasy,History,Music,Musical,Romance,Sci-Fi,Sport,Thriller,War
0,2019,USA,English, Tribeca Productions,209.0,159000000.0,0.0,Martin Scorsese,0,82.0,Robert De Niro,Al Pacino,Joe Pesci,,Charles Brandt,Steven Zaillian,0,122981.0,The Irishman,0.0,885600.0,   R,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2019,USA,English, BRON Studios,122.0,55000000.0,332570374.0,Todd Phillips,0,87.0,Joaquin Phoenix,Robert De Niro,Zazie Beetz,,Todd Phillips,Scott Silver,,516011.0,Joker,9620233762019.0,1057270374.0,   R,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,2019,USA,English, Chernin Entertainment,152.0,97600000.0,94104794.0,James Mangold,0,83.0,Matt Damon,Christian Bale,Jon Bernthal,,Jez Butterworth,John-Henry Butterworth,,56880.0,Ford v Ferrari,31474958172019.0,171368062.0,PG-13,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,2019,UK,English, Heyday Films,136.0,18600000.0,0.0,Noah Baumbach,0,83.0,Adam Driver,Scarlett Johansson,Julia Greer,,Noah Baumbach,0,0,39089.0,Marriage Story,0.0,232737.0,   R,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,2019,South Korea,Korean, Barunson E&A,132.0,0.0,19717719.0,Bong Joon Ho,0,86.0,Kang-ho Song,Sun-kyun Lee,Yeo-jeong Jo,,Bong Joon Ho,Bong Joon Ho,,96547.0,Parasite,393216132019.0,120742113.0,   R,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,2019,USA,English, Marvel Studios,181.0,356000000.0,858373000.0,Anthony Russo,Joe Russo,85.0,Robert Downey Jr.,Chris Evans,Mark Ruffalo,,Christopher Markus,Stephen McFeely,,618054.0,Avengers: Endgame,357115007282019.0,2797800564.0,PG-13,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6,1990,USA,English, Warner Bros.,146.0,25000000.0,46836214.0,Martin Scorsese,0,87.0,Robert De Niro,Ray Liotta,Joe Pesci,,Nicholas Pileggi,Nicholas Pileggi,,939814.0,Goodfellas,6368901231990.0,46879633.0,   R,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,1972,USA,English, Paramount Pictures,175.0,6000000.0,134966411.0,Francis Ford Coppola,0,92.0,Marlon Brando,Al Pacino,James Caan,,Mario Puzo,Francis Ford Coppola,,1488628.0,The Godfather,302393191972.0,246120974.0,   R,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1947,USA,English, Liberty Films (II),130.0,3180000.0,0.0,Frank Capra,0,86.0,James Stewart,Donna Reed,Lionel Barrymore,,Frances Goodrich,Albert Hackett,,368560.0,It's a Wonderful Life,0.0,5049416.0,Not Rated,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
9,1988,USA,English, Twentieth Century Fox,132.0,28000000.0,83519093.0,John McTiernan,0,82.0,Bruce Willis,Alan Rickman,Bonnie Bedelia,,Roderick Thorp,Jeb Stuart,,737725.0,Die Hard,601851171988.0,141482154.0,   R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10,1976,USA,English, Columbia Pictures,114.0,1300000.0,28262574.0,Martin Scorsese,0,83.0,Robert De Niro,Jodie Foster,Cybill Shepherd,,Paul Schrader,0,0,665112.0,Taxi Driver,116458191996.0,28441292.0,   R,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,1977,USA,English, Lucasfilm,121.0,11000000.0,460998507.0,George Lucas,0,86.0,Mark Hamill,Harrison Ford,Carrie Fisher,,George Lucas,0,0,1151917.0,Star Wars: Episode IV - A New Hope,1554475301977.0,775512064.0,   PG,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
12,2013,USA,English, Red Granite Pictures,180.0,100000000.0,116900694.0,Martin Scorsese,0,82.0,Leonardo DiCaprio,Jonah Hill,Margot Robbie,,Terence Winter,Jordan Belfort,0,1074470.0,The Wolf of Wall Street,18361578292013.0,392000694.0,   R,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1995,USA,English, Universal Pictures,178.0,52000000.0,42512375.0,Martin Scorsese,0,82.0,Robert De Niro,Sharon Stone,Joe Pesci,,Nicholas Pileggi,Nicholas Pileggi,,428529.0,Casino,9946480261995.0,116112375.0,   R,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,1994,USA,English, Castle Rock Entertainment,142.0,25000000.0,28699976.0,Frank Darabont,0,93.0,Tim Robbins,Morgan Freeman,Bob Gunton,,Stephen King,Frank Darabont,0,2167336.0,The Shawshank Redemption,727327251994.0,28783573.0,   R,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,2008,USA,English, Warner Bros.,152.0,185000000.0,535234033.0,Christopher Nolan,0,90.0,Christian Bale,Heath Ledger,Aaron Eckhart,,Jonathan Nolan,Christopher Nolan,,2143316.0,The Dark Knight,158411483202008.0,1004934033.0,PG-13,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
16,1980,UK,English, Warner Bros.,144.0,19000000.0,44781695.0,Stanley Kubrick,0,84.0,Jack Nicholson,Shelley Duvall,Danny Lloyd,,Stephen King,Stanley Kubrick,,821794.0,The Shining,622337261980.0,45655744.0,   R,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
17,1974,USA,English, Paramount Pictures,202.0,13000000.0,47834595.0,Francis Ford Coppola,0,90.0,Al Pacino,Robert De Niro,Robert Duvall,,Francis Ford Coppola,Mario Puzo,,1037381.0,The Godfather: Part II,171417102019.0,48020957.0,   R,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,2014,USA,English, Paramount Pictures,169.0,165000000.0,188020017.0,Christopher Nolan,0,86.0,Matthew McConaughey,Anne Hathaway,Jessica Chastain,,Jonathan Nolan,Christopher Nolan,0,1354598.0,Interstellar,4751036092014.0,677471339.0,PG-13,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
19,1983,USA,English, Lucasfilm,131.0,32500000.0,309306177.0,Richard Marquand,0,83.0,Mark Hamill,Harrison Ford,Carrie Fisher,,Lawrence Kasdan,George Lucas,,886463.0,Star Wars: Episode VI - Return of the Jedi,23019618291983.0,475347111.0,   PG,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
20,1994,USA,English, Miramax,154.0,8000000.0,107928762.0,Quentin Tarantino,0,89.0,John Travolta,Uma Thurman,Samuel L. Jackson,,Quentin Tarantino,Roger Avary,,1701694.0,Pulp Fiction,9311882161994.0,214179088.0,   R,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,2006,USA,English, Warner Bros.,151.0,90000000.0,132384315.0,Martin Scorsese,0,85.0,Leonardo DiCaprio,Matt Damon,Jack Nicholson,,William Monahan,Alan Mak,,1108171.0,The Departed,2688746782006.0,291465034.0,   R,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22,2011,USA,English, Warner Bros.,130.0,125000000.0,381409310.0,David Yates,0,81.0,Daniel Radcliffe,Emma Watson,Rupert Grint,,Steve Kloves,J.K. Rowling,0,710682.0,Harry Potter and the Deathly Hallows: Part 2,169189427172011.0,1341932398.0,PG-13,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
23,2001,New Zealand,English, New Line Cinema,178.0,93000000.0,315544750.0,Peter Jackson,0,88.0,Elijah Wood,Ian McKellen,Orlando Bloom,,J.R.R. Tolkien,Fran Walsh,,1553921.0,The Lord of the Rings: The Fellowship of the Ring,47211490232001.0,872491916.0,PG-13,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
24,1999,USA,English, Warner Bros.,136.0,63000000.0,171479930.0,Lana Wachowski,Lilly Wachowski,87.0,Keanu Reeves,Laurence Fishburne,Carrie-Anne Moss,,Lilly Wachowski,Lana Wachowski,0,1560300.0,The Matrix,2778833141999.0,465343787.0,   R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
25,1980,USA,English, Lucasfilm,124.0,18000000.0,290271960.0,Irvin Kershner,0,87.0,Mark Hamill,Harrison Ford,Carrie Fisher,,Leigh Brackett,Lawrence Kasdan,,1083199.0,Star Wars: Episode V - The Empire Strikes Back,4910483251980.0,547879454.0,   PG,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
26,2018,USA,English, Marvel Studios,149.0,321000000.0,678815482.0,Anthony Russo,Joe Russo,85.0,Robert Downey Jr.,Chris Hemsworth,Mark Ruffalo,,Christopher Markus,Stephen McFeely,,730792.0,Avengers: Infinity War,257698183292018.0,2048359754.0,PG-13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27,1980,USA,English, Chartoff-Winkler Productions,129.0,18000000.0,23383987.0,Martin Scorsese,0,82.0,Robert De Niro,Cathy Moriarty,Joe Pesci,,Jake LaMotta,Joseph Carter,,298407.0,Raging Bull,128590161980.0,23402117.0,   R,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
28,2012,UK,English, Warner Bros.,164.0,250000000.0,448139099.0,Christopher Nolan,0,84.0,Christian Bale,Tom Hardy,Anne Hathaway,,Jonathan Nolan,Christopher Nolan,,1425908.0,The Dark Knight Rises,160887295222012.0,1081041287.0,PG-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
29,2010,USA,English, Warner Bros.,148.0,160000000.0,292576195.0,Christopher Nolan,0,88.0,Leonardo DiCaprio,Joseph Gordon-Levitt,Ellen Page,,Christopher Nolan,0,0,1899778.0,Inception,62785337182010.0,829895144.0,PG-13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
30,1979,USA,English, Zoetrope,147.0,31500000.0,83471511.0,Francis Ford Coppola,0,84.0,Martin Sheen,Marlon Brando,Robert Duvall,,John Milius,Francis Ford Coppola,,565405.0,Apocalypse Now,118558191979.0,91908843.0,   R,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
31,1994,USA,English, Walt Disney Pictures,88.0,45000000.0,422783777.0,Roger Allers,Rob Minkoff,85.0,Matthew Broderick,Jeremy Irons,James Earl Jones,,Irene Mecchi,Jonathan Roberts,,875445.0,The Lion King,1586753191994.0,968511805.0,   G,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
32,2014,USA,English, Marvel Studios,121.0,170000000.0,333176600.0,James Gunn,0,80.0,Chris Pratt,Vin Diesel,Bradley Cooper,,James Gunn,Nicole Perlman,,984832.0,Guardians of the Galaxy,9432088332014.0,772776600.0,PG-13,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
33,2018,USA,English, Sony Pictures Entertainment (SPE),117.0,90000000.0,190241310.0,Bob Persichetti,Peter Ramsey,84.0,Shameik Moore,Jake Johnson,Hailee Steinfeld,,Phil Lord,Rodney Rothman,,280853.0,Spider-Man: Into the Spider-Verse,35363376162018.0,375540831.0,   PG,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
34,2000,USA,English, DreamWorks,155.0,103000000.0,187705427.0,Ridley Scott,0,85.0,Russell Crowe,Joaquin Phoenix,Connie Nielsen,,David Franzoni,David Franzoni,,1251016.0,Gladiator,3481901772000.0,460583960.0,   R,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,2009,Germany,English, Universal Pictures,153.0,70000000.0,120540719.0,Quentin Tarantino,0,83.0,Brad Pitt,Diane Kruger,Eli Roth,,Quentin Tarantino,0,0,1166801.0,Inglourious Basterds,38054676232009.0,321455689.0,   R,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36,2018,USA,English, Participant,130.0,23000000.0,85080171.0,Peter Farrelly,0,82.0,Viggo Mortensen,Mahershala Ali,Linda Cardellini,,Nick Vallelonga,Brian Hayes Currie,,266339.0,Green Book,320429182018.0,321752656.0,PG-13,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
37,1995,USA,English, Cecchi Gori Pictures,127.0,33000000.0,100125643.0,David Fincher,0,86.0,Morgan Freeman,Brad Pitt,Kevin Spacey,,Andrew Kevin Walker,0,0,1332691.0,Se7en,13949807241995.0,327311859.0,   R,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
38,2015,Australia,English, Warner Bros.,120.0,150000000.0,154058340.0,George Miller,0,81.0,Tom Hardy,Charlize Theron,Nicholas Hoult,,George Miller,Brendan McCarthy,,808732.0,Mad Max: Fury Road,45428128172015.0,375209362.0,   R,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
39,1995,USA,English, Warner Bros.,170.0,60000000.0,67436818.0,Michael Mann,0,82.0,Al Pacino,Robert De Niro,Val Kilmer,,Michael Mann,0,0,537832.0,Heat,8445656171995.0,187436818.0,   R,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
40,1999,USA,English, Fox 2000 Pictures,139.0,63000000.0,37030102.0,David Fincher,0,88.0,Brad Pitt,Edward Norton,Meat Loaf,,Chuck Palahniuk,Jim Uhls,0,1731549.0,Fight Club,11035485171999.0,101187503.0,   R,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,1994,USA,English, Paramount Pictures,142.0,55000000.0,330455270.0,Robert Zemeckis,0,88.0,Tom Hanks,Robin Wright,Gary Sinise,,Winston Groom,Eric Roth,0,1669228.0,Forrest Gump,24450602101994.0,678151134.0,PG-13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
42,1994,USA,English, Universal Pictures,195.0,22000000.0,96898818.0,Steven Spielberg,0,89.0,Liam Neeson,Ralph Fiennes,Ben Kingsley,,Thomas Keneally,Steven Zaillian,0,1125457.0,Schindler's List,656636191993.0,322243445.0,   R,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
43,1984,USA,English, The Ladd Company,229.0,30000000.0,5321508.0,Sergio Leone,0,84.0,Robert De Niro,James Woods,Elizabeth McGovern,,Harry Grey,Leonardo Benvenuti,,287221.0,Once Upon a Time in America,241201431984.0,5472914.0,   R,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,1994,France,English, Gaumont,110.0,115000000.0,19501238.0,Luc Besson,0,85.0,Jean Reno,Gary Oldman,Natalie Portman,,Luc Besson,0,0,959312.0,Léon: The Professional,5306558201994.0,19501238.0,   R,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
45,1991,USA,English, Strong Heart/Demme Production,118.0,19000000.0,130742922.0,Jonathan Demme,0,86.0,Jodie Foster,Anthony Hopkins,Lawrence A. Bonney,,Thomas Harris,Ted Tally,0,1174452.0,The Silence of the Lambs,13766814181991.0,272753884.0,   R,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
46,2014,USA,English, Twentieth Century Fox,149.0,61000000.0,167767189.0,David Fincher,0,81.0,Ben Affleck,Rosamund Pike,Neil Patrick Harris,,Gillian Flynn,Gillian Flynn,0,787590.0,Gone Girl,3751310952014.0,369330363.0,   R,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
47,2005,USA,English, Warner Bros.,140.0,150000000.0,206852432.0,Christopher Nolan,0,82.0,Christian Bale,Michael Caine,Ken Watanabe,,Bob Kane,David S. Goyer,,1228875.0,Batman Begins,48745440192005.0,373413297.0,PG-13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,1998,USA,English, Be Gentlemen Limited Partnership,126.0,10000000.0,138433435.0,Gus Van Sant,0,83.0,Robin Williams,Matt Damon,Ben Affleck,,Matt Damon,Ben Affleck,0,793373.0,Good Will Hunting,27291271997.0,225933435.0,   R,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
49,1983,USA,English, Universal Pictures,170.0,25000000.0,45408703.0,Brian De Palma,0,83.0,Al Pacino,Michelle Pfeiffer,Steven Bauer,,Oliver Stone,0,0,685138.0,Scarface,4597536111983.0,66023329.0,   R,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,2017,USA,English, Twentieth Century Fox,137.0,97000000.0,226277068.0,James Mangold,0,81.0,Hugh Jackman,Patrick Stewart,Dafne Keen,,James Mangold,Scott Frank,,589364.0,Logan,8841191652017.0,619021436.0,   R,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
51,2012,USA,English, The Weinstein Company,165.0,100000000.0,162805434.0,Quentin Tarantino,0,84.0,Jamie Foxx,Christoph Waltz,Leonardo DiCaprio,,Quentin Tarantino,0,0,1254053.0,Django Unchained,30122888302012.0,425368238.0,   R,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
52,1985,USA,English, Universal Pictures,116.0,19000000.0,211159762.0,Robert Zemeckis,0,85.0,Michael J. Fox,Christopher Lloyd,Lea Thompson,,Robert Zemeckis,Bob Gale,0,969192.0,Back to the Future,1115250071985.0,388355305.0,   PG,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
53,2003,New Zealand,English, New Line Cinema,201.0,94000000.0,377845905.0,Peter Jackson,0,89.0,Elijah Wood,Viggo Mortensen,Ian McKellen,,J.R.R. Tolkien,Fran Walsh,,1539143.0,The Lord of the Rings: The Return of the King,72629713212003.0,1120424614.0,PG-13,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
54,1986,USA,English, Columbia Pictures,89.0,8000000.0,52287414.0,Rob Reiner,0,81.0,Wil Wheaton,River Phoenix,Corey Feldman,,Stephen King,Raynold Gideon,,342083.0,Stand by Me,242795101986.0,52287414.0,   R,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,1969,Italy,Italian, Rafran Cinematografica,165.0,5000000.0,0.0,Sergio Leone,0,85.0,Henry Fonda,Charles Bronson,Claudia Cardinale,,Sergio Donati,Sergio Leone,,280508.0,Once Upon a Time in the West,0.0,112229.0,PG-13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
56,2010,USA,English, Paramount Pictures,138.0,80000000.0,128012934.0,Martin Scorsese,0,81.0,Leonardo DiCaprio,Emily Mortimer,Mark Ruffalo,,Laeta Kalogridis,Dennis Lehane,0,1040388.0,Shutter Island,41062440212010.0,294804195.0,   R,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
57,1999,USA,English, Castle Rock Entertainment,189.0,60000000.0,136801374.0,Frank Darabont,0,86.0,Tom Hanks,Michael Clarke Duncan,David Morse,,Stephen King,Frank Darabont,0,1054697.0,The Green Mile,18017152121999.0,286801374.0,   R,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
58,1998,USA,English, New Line Cinema,119.0,20000000.0,6719864.0,Tony Kaye,0,85.0,Edward Norton,Edward Furlong,Beverly D'Angelo,,David McKenna,0,0,977045.0,American History X,15607611998.0,23875127.0,   R,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,2000,USA,English, Artisan Entertainment,102.0,4500000.0,3635482.0,Darren Aronofsky,0,83.0,Ellen Burstyn,Jared Leto,Jennifer Connelly,,Hubert Selby Jr.,Hubert Selby Jr.,,718869.0,Requiem for a Dream,6477082000.0,7390108.0,   R,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,1993,USA,English, Universal Pictures,127.0,63000000.0,402828120.0,Steven Spielberg,0,81.0,Sam Neill,Laura Dern,Jeff Goldblum,,Michael Crichton,Michael Crichton,,805206.0,Jurassic Park,47026828131993.0,1030314141.0,PG-13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
61,2017,USA,English, Walt Disney Pictures,0.0,175000000.0,209726015.0,Lee Unkrich,Adrian Molina,84.0,Anthony Gonzalez,Gael García Bernal,Benjamin Bratt,,Lee Unkrich,Jason Katz,,309536.0,Coco,50802605262017.0,807082196.0,   PG,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
62,2014,USA,English, Bold Films,106.0,3300000.0,13092000.0,Damien Chazelle,0,85.0,Miles Teller,J.K. Simmons,Melissa Benoist,,Damien Chazelle,0,0,645554.0,Whiplash,135388122014.0,48982041.0,   R,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
63,1979,USA,English, EMI Films,183.0,15000000.0,48979328.0,Michael Cimino,0,81.0,Robert De Niro,Christopher Walken,John Cazale,,Michael Cimino,Deric Washburn,,291630.0,The Deer Hunter,0.0,49074243.0,   R,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
64,1987,UK,English, Natant,116.0,30000000.0,46357676.0,Stanley Kubrick,0,83.0,Matthew Modine,R. Lee Ermey,Vincent D'Onofrio,,Stanley Kubrick,Michael Herr,,629100.0,Full Metal Jacket,2217307281987.0,46357676.0,   R,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
65,1999,USA,English, DreamWorks,122.0,15000000.0,130096601.0,Sam Mendes,0,83.0,Kevin Spacey,Annette Bening,Thora Birch,,Alan Ball,0,0,1012098.0,American Beauty,861531191999.0,356296601.0,   R,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,1982,USA,English, The Ladd Company,117.0,28000000.0,32868943.0,Ridley Scott,0,81.0,Harrison Ford,Rutger Hauer,Sean Young,,Hampton Fancher,David Webb Peoples,,647470.0,Blade Runner,6150002271982.0,41706896.0,   R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
67,1979,UK,English, Brandywine Productions,117.0,11000000.0,81765459.0,Ridley Scott,0,84.0,Sigourney Weaver,Tom Skerritt,John Hurt,,Dan O'Bannon,Dan O'Bannon,,736024.0,Alien,3527881281979.0,106497869.0,   R,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
68,1992,USA,English, Live Entertainment,99.0,1200000.0,2832029.0,Quentin Tarantino,0,83.0,Harvey Keitel,Tim Roth,Michael Madsen,,Quentin Tarantino,Quentin Tarantino,,856931.0,Reservoir Dogs,147839251992.0,2859750.0,   R,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
69,2002,USA,English, DreamWorks,141.0,52000000.0,164615351.0,Steven Spielberg,0,81.0,Leonardo DiCaprio,Tom Hanks,Christopher Walken,,Jeff Nathanson,Frank Abagnale Jr.,,748717.0,Catch Me If You Can,30053627292002.0,352114312.0,PG-13,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,1998,USA,English, Polygram Filmed Entertainment,117.0,15000000.0,18034458.0,Joel Coen,Ethan Coen,81.0,Jeff Bridges,John Goodman,Julianne Moore,,Ethan Coen,Joel Coen,0,681551.0,The Big Lebowski,553384481998.0,46735469.0,   R,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
71,2001,UK,English, Columbia Pictures,104.0,6000000.0,30328156.0,Guy Ritchie,0,83.0,Jason Statham,Brad Pitt,Benicio Del Toro,,Guy Ritchie,0,0,736749.0,Snatch,27932102000.0,83557872.0,   R,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,2006,USA,English, Touchstone Pictures,130.0,40000000.0,53089891.0,Christopher Nolan,0,85.0,Christian Bale,Hugh Jackman,Scarlett Johansson,,Jonathan Nolan,Christopher Nolan,,1099093.0,The Prestige,14801808222006.0,109676311.0,PG-13,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
73,1991,USA,English, Carolco Pictures,137.0,102000000.0,205881154.0,James Cameron,0,85.0,Arnold Schwarzenegger,Linda Hamilton,Edward Furlong,,James Cameron,William Wisher,0,938256.0,Terminator 2: Judgment Day,3176550671991.0,520884847.0,   R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
74,1998,USA,English, DreamWorks,169.0,70000000.0,217049603.0,Steven Spielberg,0,86.0,Tom Hanks,Matt Damon,Tom Sizemore,,Robert Rodat,0,0,1148146.0,Saving Private Ryan,30576104261998.0,482349603.0,   R,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
75,2017,UK,English, Blueprint Pictures,115.0,15000000.0,54513740.0,Martin McDonagh,0,82.0,Frances McDormand,Woody Harrelson,Sam Rockwell,,Martin McDonagh,0,0,371002.0,"Three Billboards Outside Ebbing, Missouri",322168122017.0,159210164.0,   R,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,1984,UK,English, Hemdale,107.0,6400000.0,38371200.0,James Cameron,0,80.0,Arnold Schwarzenegger,Linda Hamilton,Michael Biehn,,James Cameron,Gale Anne Hurd,,754451.0,The Terminator,4020663281984.0,78475971.0,   R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
77,1972,UK,English, Warner Bros.,136.0,2200000.0,26589355.0,Stanley Kubrick,0,83.0,Malcolm McDowell,Patrick Magee,Michael Bates,,Stanley Kubrick,Anthony Burgess,0,709843.0,A Clockwork Orange,0.0,26903440.0,   R,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
78,2016,Australia,English, Cross Creek Pictures,139.0,40000000.0,67209615.0,Mel Gibson,0,81.0,Andrew Garfield,Sam Worthington,Luke Bracey,,Robert Schenkkan,Andrew Knight,0,386577.0,Hacksaw Ridge,1519075862016.0,175302354.0,   R,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
79,1975,USA,English, Fantasy Films,133.0,3000000.0,108981275.0,Milos Forman,0,87.0,Jack Nicholson,Louise Fletcher,Will Sampson,,Lawrence Hauben,Bo Goldman,,855714.0,One Flew Over the Cuckoo's Nest,0.0,108997629.0,   R,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,1987,USA,English, Act III Communications,98.0,16000000.0,30857814.0,Rob Reiner,0,81.0,Cary Elwes,Mandy Patinkin,Robin Wright,,William Goldman,William Goldman,0,369580.0,The Princess Bride,206243271987.0,30877156.0,   PG,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
81,1957,USA,English, Orion-Nova Productions,96.0,350000.0,0.0,Sidney Lumet,0,89.0,Henry Fonda,Lee J. Cobb,Martin Balsam,,Reginald Rose,Reginald Rose,0,621809.0,12 Angry Men,0.0,576.0,Not Rated,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
