,Year,country,language,production_co,runtime,budget,gross_usa,director_0,director_1,rating,star_0,star_1,star_2,star_3,writer_0,writer_1,writer_2,review_count,title,open_week,cumulative,mpaa_rating,Adventure,Animation,Biography,Comedy,Crime,Drama,Film-Noir,Horror,Mystery,Western,Action,Family,Fantasy,History,Music,Musical,Romance,Sci-Fi,Sport,Thriller,War
218,1987,Japan,Japanese, Nibariki,117.0,1000000.0,495770.0,Hayao Miyazaki,0,81.0,Sumi Shimamoto,Mahito Tsujimura,Hisako Kyôda,,Hayao Miyazaki,Hayao Miyazaki,,132413.0,Nausicaä of the Valley of the Wind,0.0,2340981.0,   PG,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
219,1991,Japan,Japanese, Nibariki,125.0,0.0,523664.0,Hayao Miyazaki,0,80.0,Anna Paquin,James Van Der Beek,Cloris Leachman,,Hayao Miyazaki,0,0,132216.0,Castle in the Sky,197172182018.0,6037660.0,   PG,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
220,1948,UK,English, The Archers,135.0,500000.0,0.0,Michael Powell,Emeric Pressburger,82.0,Anton Walbrook,Marius Goring,Moira Shearer,,Hans Christian Andersen,Emeric Pressburger,,26548.0,The Red Shoes,0.0,30165.0,Not Rated,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
221,1973,Soviet Union,Russian, Mosfilm,165.0,1000000.0,124189.0,Andrei Tarkovsky,0,82.0,Anatoliy Solonitsyn,Ivan Lapikov,Nikolay Grinko,,Andrey Konchalovskiy,Andrei Tarkovsky,0,41000.0,Andrei Rublev,11537152002.0,145491.0,   R,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
222,1948,USA,English, Warner Bros.,126.0,3000000.0,215295.0,John Huston,0,82.0,Humphrey Bogart,Walter Huston,Tim Holt,,John Huston,B. Traven,0,106451.0,The Treasure of the Sierra Madre,144074142018.0,215295.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
223,1944,USA,English, Paramount Pictures,107.0,927262.0,0.0,Billy Wilder,0,83.0,Fred MacMurray,Barbara Stanwyck,Edward G. Robinson,,Billy Wilder,Raymond Chandler,,132488.0,Double Indemnity,0.0,13886.0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
224,1939,USA,English, Columbia Pictures,129.0,1900000.0,144738.0,Frank Capra,0,81.0,James Stewart,Jean Arthur,Claude Rains,,Sidney Buchman,Lewis R. Foster,0,100495.0,Mr. Smith Goes to Washington,83205142018.0,144738.0,Not Rated,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,1959,France,French, Les Films du Carrosse,99.0,0.0,509.0,François Truffaut,0,81.0,Jean-Pierre Léaud,Albert Rémy,Claire Maurier,,François Truffaut,Marcel Moussy,,95399.0,The 400 Blows,11206251999.0,127244.0,Not Rated,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,2009,Australia,English, Melodrama Pictures,92.0,8240000.0,0.0,Adam Elliot,0,81.0,Toni Collette,Philip Seymour Hoffman,Eric Bana,,Adam Elliot,0,0,154746.0,Mary and Max,0.0,1725381.0,Not Rated,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,1954,USA,English, Warner Bros.,105.0,1400000.0,12562.0,Alfred Hitchcock,0,82.0,Ray Milland,Grace Kelly,Robert Cummings,,Frederick Knott,Frederick Knott,0,144812.0,Dial M for Murder,12562111999.0,18816.0,   PG,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
228,1931,USA,English, Charles Chaplin Productions,87.0,1500000.0,19181.0,Charles Chaplin,0,85.0,Charles Chaplin,Virginia Cherrill,Florence Lee,,Charles Chaplin,0,0,153361.0,City Lights,910282007.0,41792.0,   G,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
229,1949,Italy,Italian, Produzioni De Sica (PDS),89.0,133000.0,371111.0,Vittorio De Sica,0,83.0,Lamberto Maggiorani,Enzo Staiola,Lianella Carell,,Cesare Zavattini,Luigi Bartolini,,132859.0,Bicycle Thieves,2537741998.0,428978.0,Not Rated,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,1961,USA,English, Roxlom Films Inc.,179.0,3000000.0,0.0,Stanley Kramer,0,82.0,Spencer Tracy,Burt Lancaster,Richard Widmark,,Abby Mann,Abby Mann,0,63804.0,Judgment at Nuremberg,0.0,3100.0,Not Rated,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
231,2001,India,Hindi, Aamir Khan Productions,224.0,6000000.0,909043.0,Ashutosh Gowariker,0,81.0,Aamir Khan,Raghuvir Yadav,Gracy Singh,,Ashutosh Gowariker,Ashutosh Gowariker,,96260.0,Lagaan: Once Upon a Time in India,285368172001.0,1724806.0,   PG,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
232,1956,Japan,Japanese, Toho Company,143.0,0.0,60239.0,Akira Kurosawa,0,83.0,Takashi Shimura,Nobuo Kaneko,Shin'ichi Himori,,Akira Kurosawa,Shinobu Hashimoto,,60927.0,Ikiru,2149292002.0,90773.0,Not Rated,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,1961,Japan,Japanese, Kurosawa Production Co.,110.0,0.0,46808.0,Akira Kurosawa,0,82.0,Toshirô Mifune,Eijirô Tôno,Tatsuya Nakadai,,Akira Kurosawa,Akira Kurosawa,,101634.0,Yojimbo,15942282002.0,46808.0,Not Rated,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
234,1934,USA,English, Columbia Pictures,105.0,325000.0,0.0,Frank Capra,0,81.0,Clark Gable,Claudette Colbert,Walter Connolly,,Robert Riskin,Samuel Hopkins Adams,0,87032.0,It Happened One Night,0.0,0.0,Not Rated,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
235,1999,Iran,Persian, Kanun parvaresh fekri,89.0,180000.0,933933.0,Majid Majidi,0,83.0,Mohammad Amir Naji,Amir Farrokh Hashemian,Bahare Seddiqi,,Majid Majidi,0,0,56890.0,Children of Heaven,20100241999.0,933933.0,   PG,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
236,1959,Sweden,Swedish, Svensk Filmindustri (SF),91.0,0.0,0.0,Ingmar Bergman,0,82.0,Victor Sjöström,Bibi Andersson,Ingrid Thulin,,Ingmar Bergman,0,0,87045.0,Wild Strawberries,0.0,14524.0,Not Rated,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
237,1921,USA,English, Charles Chaplin Productions,68.0,250000.0,0.0,Charles Chaplin,0,83.0,Charles Chaplin,Edna Purviance,Jackie Coogan,,Charles Chaplin,0,0,102198.0,The Kid,0.0,26916.0,Not Rated,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
238,2013,India,Malayalam, Aashirvad Cinemas,0.0,35000000.0,0.0,Jeethu Joseph,0,85.0,Mohanlal,Meena,Asha Sharath,,Saeid Shahi,Jeethu Joseph,0,27390.0,Drishyam,0.0,13076265.0,Not Rated,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
239,1972,Japan,Japanese, Shochiku,136.0,0.0,0.0,Yasujirô Ozu,0,82.0,Chishû Ryû,Chieko Higashiyama,Sô Yamamura,,Kôgo Noda,Yasujirô Ozu,0,45960.0,Tokyo Story,0.0,40405.0,Not Rated,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,1928,France,French, Société générale des films,110.0,0.0,21877.0,Carl Theodor Dreyer,0,82.0,Maria Falconetti,Eugene Silvain,André Berley,,Joseph Delteil,Carl Theodor Dreyer,0,42456.0,The Passion of Joan of Arc,6408262017.0,21877.0,Not Rated,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
241,1996,Turkey,Turkish, Artcam International,128.0,1200000.0,0.0,Yavuz Turgul,0,83.0,Sener Sen,Ugur Yücel,Sermin Hürmeriç,,Yavuz Turgul,0,0,57763.0,The Bandit,0.0,0.0,TV-MA,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
242,1955,France,French, Compagnie Industrielle et Commerciale Cinématographique (CICC),131.0,0.0,0.0,Henri-Georges Clouzot,0,81.0,Yves Montand,Charles Vanel,Peter van Eyck,,Georges Arnaud,Henri-Georges Clouzot,,49940.0,The Wages of Fear,0.0,1098.0,Not Rated,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
243,2006,India,Hindi, ROMP,167.0,0.0,2197694.0,Rakeysh Omprakash Mehra,0,82.0,Aamir Khan,Soha Ali Khan,Siddharth,,Renzil D'Silva,Prasoon Joshi,,103503.0,Rang De Basanti,701666292006.0,8846694.0,Not Rated,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,2003,India,Hindi, Vinod Chopra Productions,156.0,0.0,48772.0,Rajkumar Hirani,0,81.0,Sanjay Dutt,Arshad Warsi,Gracy Singh,,Vidhu Vinod Chopra,Rajkumar Hirani,,67667.0,Munna Bhai M.B.B.S.,48772212003.0,3137716.0,Not Rated,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
245,2005,Turkey,Turkish, Avsar Film,113.0,0.0,0.0,Çagan Irmak,0,83.0,Çetin Tekindor,Fikret Kuskan,Hümeyra,,Çagan Irmak,0,0,71143.0,Babam ve Oglum,0.0,18612999.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
246,1951,USA,English, Paramount Pictures,111.0,1800000.0,0.0,Billy Wilder,0,82.0,Kirk Douglas,Jan Sterling,Robert Arthur,,Billy Wilder,Lesser Samuels,,26388.0,Ace in the Hole,0.0,2300000.0,Not Rated,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,1925,USA,English, Charles Chaplin Productions,95.0,923000.0,0.0,Charles Chaplin,0,82.0,Charles Chaplin,Mack Swain,Tom Murray,,Charles Chaplin,0,0,92335.0,The Gold Rush,0.0,26916.0,Not Rated,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
248,1927,USA,English, Buster Keaton Productions,67.0,750000.0,0.0,Clyde Bruckman,Buster Keaton,81.0,Buster Keaton,Marion Mack,Glen Cavender,,Buster Keaton,Clyde Bruckman,,74070.0,The General,0.0,0.0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,1924,USA,English, Buster Keaton Productions,45.0,0.0,977375.0,Buster Keaton,0,82.0,Buster Keaton,Kathryn McGuire,Joe Keaton,,Jean C. Havez,Joseph A. Mitchell,,35443.0,Sherlock Jr.,0.0,0.0,Not Rated,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
